app	model	q_idx	status	turns	llm_s	wall_s	ans_len	session_id	final_answer
tpl-ca	moonshotai/kimi-k2.7-code	q2	ok	16	277.1	337.5	2873	ac003422-fef1-49a9-8adc-6fa6c3a627f7	For **California congressional districts** (the default scope), the top districts for voter-approved conservation funding from local ballot measures since 2010 are dominated by the Bay Area, Central Valley, and Los Angeles County.  ### Top 10 California congressional districts  | GEOID | District | Conservation funds approved (millions) | |------:|----------|---------------------------------------:| | 0611 | Congressional District 11 | **$179.4 M** | | 0621 | Congressional District 21 | **$170.5 M** | | 0632 | Congressional District 32 | **$161.2 M** | | 0619 | Congressional District 19 | **$120.7 M** | | 0618 | Congressional District 18 | **$110.9 M** | | 0602 | Congressional District 2 | **$82.4 M** | | 0636 | Congressional District 36 | **$78.8 M** | | 0617 | Congressional District 17 | **$78.7 M** | | 0629 | Congressional District 29 | **$68.6 M** | | 0630 | Congressional District 30 | **$68.5 M** |  ### What’s driving the top districts  - **CD 11** (San Francisco) – mainly San Francisco’s 2016 **Clean Parks and Neighborhoods** measure ($133 M) and a 2020 park bond ($43 M). - **CD 21** (Fresno / Kings / Tulare) – largely the City of Fresno’s 2018 **sales-tax parks measure** ($245 M), most of which falls in this district. - **CD 32** (Los Angeles County) – a big share of the **Los Angeles County Regional Park and Open Space District 2016 measure** ($491 M conservation-approved). - **CDs 17, 18, 19** (South Bay / Peninsula) – driven by Santa Clara County measures and the **Midpeninsula Regional Open Space District 2014 bond** ($174 M). - **CD 2** (North Bay) – Marin and Sonoma county open-space/park measures.  ### Methodology & caveats  - **Data:** TPL LandVote ballot-measure database + Census 2024 congressional-district boundaries (119th Congress). - **Scope:** California, election years **2010–2025**, **local** measures only (`jurisdiction != 'State'`). Statewide bonds were excluded because they would be spread across all districts and would dominate the totals. - **Allocation:** For each measure I used the largest jurisdiction geometry per `landvote_id` (some measures have multiple place rows with repeated funds), then area-weighted the approved conservation dollars across the 2024 CDs it overlaps. This avoids double-counting the same measure in multiple districts. - **Totals:** About **$1.55 billion** in voter-approved local conservation funds were approved in California since 2010; roughly **$1.48 billion** could be geographically allocated to CDs. The remaining ~$97 million comes from a couple of very small jurisdiction geometries that do not intersect any 2024 CD polygon. - **Boundary note:** Ballot measures occurred under earlier district maps; I used current 2024 boundaries for consistency.  If you’d like this same analysis for the **entire United States** or want to include **statewide measures**, let me know.
tpl	minimax/minimax-m3	q3	ok	11	63.4	73.8	2709	ec16dbaa-51eb-4c85-a26e-e38ae8e09f89	Here's a summary of New Jersey's municipal conservation ballot measures:  ## New Jersey Municipal Conservation Ballot Measures — Overview  **573 distinct municipal measures** have appeared on ballots across New Jersey since 1988, with **441 passing (77% pass rate)** and roughly **$1.96 billion in approved funds**.  ### Geographic Pattern  The activity is heavily concentrated in a few counties:  | County | Measures | Pass Rate | Approved ($M) | |---|---:|---:|---:| | Bergen | 99 | 71.7% | $117 | | Monmouth | 61 | 72.1% | $266 | | Burlington | 52 | 88.5% | $308 | | Morris | 47 | 89.4% | $177 | | Hunterdon | 42 | 71.4% | $124 | | Ocean | 34 | 64.7% | $112 | | Warren | 33 | 93.9% | $35 | | Middlesex | 29 | 62.1% | $142 |  **Key spatial patterns:** - **Northern NJ dominates volume** — Bergen County alone accounts for 17% of all municipal measures. The suburban ring around NYC (Bergen, Morris, Somerset, Passaic) is the most active region. - **Rural/small-town counties have the highest pass rates** — Warren (94%), Salem (91%), Burlington (88%), Morris (89%), and Camden (92%) all pass at very high rates, while more urbanized counties like Middlesex (62%), Ocean (65%), and Atlantic (50%) have lower success. - **Cape May County is the only county with zero passes** (0/2 measures), and Cumberland has the lowest pass rate (33%).  ### Most Active Municipalities  - **Hopewell Township (Mercer)** — 8 measures, 50% pass rate - **Clinton Township (Hunterdon)** — 7 measures, 29% pass rate - **Mount Laurel Township (Burlington)** — 7 measures, **100% pass rate**, $145M approved (highest dollar volume) - **Park Ridge Borough (Bergen)** — 7 measures, 43% pass rate - **Teaneck Township (Bergen)** — 6 measures, 100% pass rate  ### Temporal Pattern  - **Peak years: 1998–2001** — 193 measures in just 4 years (34% of all-time activity), with pass rates of 84–98%. This coincides with NJ's Green Acres funding boom. - **Decline after 2007** — Measures dropped sharply (only 5–11 per year since 2010), and pass rates fell to 28–60% during the 2007–2011 recession period. - **Recent rebound** — 2023–2025 saw pass rates of 92–100%, suggesting renewed voter appetite.  ### Finance & Politics  - **98% of measures use property taxes** (561 of 573) — NJ municipalities overwhelmingly rely on small dedicated property-tax levies rather than bonds. - **Democratic-leaning municipalities** filed 341 measures (75% pass); **Republican-leaning** filed 232 (80% pass) — pass rates are similar across party lines.  The map is now showing NJ municipal measures filtered to the LandVote layer. Would you like me to drill into a specific county, look at the largest dollar measures, or compare NJ to neighboring states?
tpl-ca	minimax/minimax-m3	q1	budget_capped	1	0.1	0.1	0	35a9f528-caca-4c41-8937-fae4187e81ad	
bosl-high-seas	nvidia/nemotron-3-ultra-550b-a55b	q2	ok	4	20.5	30.9	818	1177112f-5d06-4e10-9ee7-a19fae3dbb88	"There are **141 seamounts** in the Sargasso Sea EBSA (GLOBAL_ID = 'WC_13').  This count is based on the Harris et al. (2014) Global Seafloor Geomorphic Features Map, joined to the Sargasso Sea EBSA at H3 resolution 6 (~36 km² cells). The count uses `COUNT(DISTINCT _cng_fid)` on the seafloor geomorphology hex data to count distinct seamount features (polygons) that intersect the EBSA, avoiding double-counting from the hex tiling.  **Note on EBSA coverage:** The Sargasso Sea EBSA is one of the 203 EBSAs in this dataset from the ""Wider Caribbean and Western MidAtlantic"" CBD regional workshop. As noted in the dataset description, EBSA coverage is incomplete globally — this layer does not include EBSAs from the North-East Atlantic, Baltic, Black & Caspian Seas, Seas of East Asia, or North Indian Ocean workshops."
biodiversity	minimax/minimax-m3	q2	ok	3	68.0	157.9	2104	dad37f40-55d5-4188-b623-674df8622a0b	## Top 10 Ecoregions by Vulnerable Carbon (2024)  | Rank | Ecoregion | Biome | Realm | Vulnerable C (Gt C) | |---|---|---|---|---:| | 1 | West Siberian taiga | Boreal Forests/Taiga | Palearctic | 13.85 | | 2 | Scandinavian and Russian taiga | Boreal Forests/Taiga | Palearctic | 13.72 | | 3 | Southwest Amazon moist forests | Tropical & Subtropical Moist Broadleaf Forests | Neotropic | 10.78 | | 4 | Madeira-Tapajós moist forests | Tropical & Subtropical Moist Broadleaf Forests | Neotropic | 8.09 | | 5 | Guianan lowland moist forests | Tropical & Subtropical Moist Broadleaf Forests | Neotropic | 7.67 | | 6 | Uatumã-Trombetas moist forests | Tropical & Subtropical Moist Broadleaf Forests | Neotropic | 7.06 | | 7 | East Siberian taiga | Boreal Forests/Taiga | Palearctic | 6.42 | | 8 | Northwest Congolian lowland forests | Tropical & Subtropical Moist Broadleaf Forests | Afrotropic | 6.42 | | 9 | Central Congolian lowland forests | Tropical & Subtropical Moist Broadleaf Forests | Afrotropic | 6.19 | | 10 | Northeast Congolian lowland forests | Tropical & Subtropical Moist Broadleaf Forests | Afrotropic | 6.13 |  **Key takeaways:** - **Boreal taiga dominates the top** — the West Siberian and Scandinavian/Russian taiga together hold ~27.6 Gt C of vulnerable carbon, reflecting the vast area of these high-latitude forests with deep carbon stocks vulnerable to warming-driven loss. - **Amazon moist forests** occupy 4 of the top 10 slots (~33.6 Gt C combined), consistent with the Amazon's role as the largest tropical carbon reservoir. - **Congo Basin lowland forests** round out the list with 3 entries (~18.7 Gt C), highlighting the three major tropical forest basins as critical vulnerable-carbon stores.  **Methodology note:** The join was performed at H3 resolution 8 (ecoregion native) using the pre-computed `h8` parent rollup on the carbon dataset (native h9). Where ecoregion polygons overlap at h8 cell boundaries, carbon is attributed to both — a standard limitation of overlapping-polygon joins that doesn't materially affect the ranking of these large, well-separated ecoregions.
tpl-ca	nvidia/nemotron-3-ultra-550b-a55b	q5	ok	5	35.3	48.6	1375	0fa10f23-08ad-401e-b8c9-bc24c6623a27	Based on the Conservation Almanac data, **California Senate District 2** has received **$285.5 million** in Land and Water Conservation Fund (LWCF) investments across **48 conservation sites**.  ---  ### Summary  | Metric | Value | |--------|-------| | **Senate District** | State Senate District 2 (GEOID: 06002) | | **LWCF Sites in District** | 48 | | **Total LWCF Investment** | **$285,516,000** |  ---  ### Methodology Notes  - **LWCF identification**: Queried the Conservation Almanac funding table for programs matching `%LWCF%` or `%Land and Water Conservation Fund%` (8,491 transactions nationally). - **Spatial join**: Used H3 resolution-10 hex cells to match Conservation Almanac sites (California only) to the Senate District 2 boundary from the 2025 Census SLDU layer. - **Funding aggregation**: Summed LWCF transaction amounts per site (`tpl_id`), then aggregated across all sites falling within the district. - **Data vintage**: The Conservation Almanac's California records largely extend through ~2017; more recent LWCF grants may not be captured.  ---  ### Attribution Reminder  Per TPL guidance: These are **conservation investments recorded in the Conservation Almanac** — the Almanac compiles transactions from federal, state, local, and private sources. LWCF is a federal program; TPL may have facilitated some transactions but is not the primary funder.
global-30x30	moonshotai/kimi-k2.7-code	q3	budget_capped	1	0.1	0.1	0	29bb2382-8050-4584-bd53-ae3f95b8234c	
tpl-ca	moonshotai/kimi-k2.7-code	q4	budget_capped	1	0.3	0.3	0	62a38377-cdda-4a57-8951-470c034e5304	
global-30x30	z-ai/glm-5.2	q1	budget_capped	1	0.1	0.1	0	1889c29b-0be6-4d88-8779-0f2bde173555	
tpl-ca	moonshotai/kimi-k2.7-code	q2	budget_capped	1	0.7	0.7	0	49cb6482-bf77-4c28-9458-e70bb4747b4f	
global-30x30	minimax/minimax-m3	q3	budget_capped	1	0.1	0.1	0	219f1805-d800-4366-8df7-b464796fe16c	
biodiversity	minimax/minimax-m3	q1	ok	3	30.7	33.7	1241	aa65d674-3cde-498a-9bad-52f30264a32f	Here are the top 15 countries by number of Ramsar wetland sites:  | Rank | Country | # Sites | Total Area (ha) | |------|---------|---------|-----------------| | 1 | 🇬🇧 United Kingdom | 176 | 1,288,860 | | 2 | 🇲🇽 Mexico | 144 | 8,725,750 | | 3 | 🇮🇳 India | 94 | 1,360,800 | | 4 | 🇨🇳 China | 82 | 7,647,900 | | 5 | 🇪🇸 Spain | 76 | 313,855 | | 6 | 🇸🇪 Sweden | 68 | 665,474 | | 7 | 🇦🇺 Australia | 67 | 8,415,670 | | 8 | 🇳🇴 Norway | 63 | 909,931 | | 9 | 🇮🇹 Italy | 61 | 78,385 | | 10 | 🇳🇱 Netherlands | 58 | 928,513 | | 11 | 🇫🇷 France | 55 | 3,892,780 | | 12 | 🇯🇵 Japan | 54 | 166,134 | | 13 | 🇩🇿 Algeria | 50 | 3,032,810 | | 14 | 🇺🇦 Ukraine | 50 | 930,559 | | 15 | 🇫🇮 Finland | 49 | 799,518 |  **Key takeaways:** - The **United Kingdom** leads globally with **176 Ramsar sites**, more than any other country. - **Mexico** is second with 144 sites and has the largest total area (~8.7M ha). - **Australia** ranks 7th by count but has the largest total area (~8.4M ha) — its sites tend to be very large. - The dataset contains **2,551 distinct Ramsar sites** globally (the raw file has 8,347 rows because some sites span multiple polygon parcels).  Would you like me to visualize these on the map, or dig deeper into a specific country or region?
tpl-ca	moonshotai/kimi-k2.7-code	q1	ok	5	48.5	81.5	2670	b2db687d-41ef-49e6-8caf-ce8913d74168	"Here is the breakdown of conservation funding recorded in the TPL Conservation Almanac for **California's 16th Congressional District** (119th Congress, covering coastal San Mateo County and parts of Santa Clara County).  ## Summary - **16 conservation sites** have recorded funding transactions. - **21 total funding transactions**; **19 have known dollar amounts**. - **Total known funding: $36.1 million** (two transactions list $0, meaning the source was recorded but the amount was not reported).  ---  ## Funding by sponsor type  | Sponsor type | Description | Transactions | Sites | Total funding | |---|---|---:|---:|---:| | STAT | State government | 13 | 8 | **$24,320,450** | | LOC | Local government | 2 | 2 | **$6,150,000** | | FED | Federal government | 6 | 6 | **$5,637,600** |  ---  ## Funding by program  | Program | Transactions | Sites | Total funding | |---|---|---:|---:| | State Bonds - Proposition 40 | 4 | 3 | **$11,750,000** | | State Bonds - Proposition 12 | 4 | 4 | **$7,608,000** | | Property Tax Funds | 2 | 2 | **$6,150,000** | | Land and Water Conservation Fund (LWCF) | 5 | 5 | **$5,637,600** | | State Bonds - Proposition 117 | 2 | 2 | **$3,462,500** | | State Bonds - California State Parks | 1 | 1 | **$800,000** | | General Fund | 1 | 1 | **$485,204** | | State Bonds - Proposition 70 | 1 | 1 | **$214,796** |  ---  ## Funding by agency / sponsor  | Sponsor | Type | Transactions | Sites | Total funding | |---|---|---:|---:|---:| | California (state) | STAT | 13 | 8 | **$24,320,450** | | Santa Clara County, CA | LOC | 2 | 2 | **$6,150,000** | | U.S. Fish and Wildlife Service | FED | 4 | 4 | **$3,205,600** | | U.S. National Park Service | FED | 1 | 1 | **$2,432,000** |  ---  ## Largest funded sites  | Site | County | Acres | Year | Total funding | |---|---|---:|---:|---:| | Rancho Corral de Tierra | San Mateo | 4,262 | 2002 | $14,003,000 | | VASONA | Santa Clara | 13 | 2008 | $6,000,000 | | Mills Creek Open Space | San Mateo | 256 | 2000 | $3,000,000 | | DON EDWARDS SAN FRANCISCO BAY NATIONAL WILDLIFE REFUGE 21 | Santa Clara | 1,471 | 2003 | $2,034,800 | | Purisima Creek Redwood Open Space Preserve | San Mateo | 183 | 2003 | $1,750,000 |  ---  **Data notes:** These figures come from the TPL Conservation Almanac, which records conservation investments from many sources — state bonds, federal programs, local taxes, and others. TPL may have facilitated a transaction without being the primary funder, so these should be described as ""conservation investment recorded in the Almanac"" rather than ""TPL-funded land."" Two transactions have recorded funding sources but $0 amounts, so the true total could be slightly higher."
wetlands-v2	minimax/minimax-m3	?	ok	2	37.2	69.5	1992	bcc8cfeb-3810-48fd-ab54-b82170d9fbd9	"## Vulnerable Carbon in India's Wetlands (2024)  Here's the breakdown of vulnerable carbon (in million tonnes of carbon, MgC) stored across different wetland types in India. I've excluded the ""No data"" category (Z=0) since it represents non-wetland land cover.  ### Top Wetland Carbon Stores  | Rank | Wetland Type | Category | Area (km²) | Vulnerable Carbon (Mt C) | |------|--------------|----------|------------|--------------------------| | 1 | Seasonally saturated, forested | Riverine | 38,672 | **207.2** | | 2 | Rice paddies | Coastal & Other | 859,251 | **175.1** | | 3 | Temperate, forested | Peatlands | 14,986 | **172.3** | | 4 | Small streams | Open Water | 23,148 | **87.5** | | 5 | Seasonally saturated, non-forested | Riverine | 443,945 | **84.3** | | 6 | Mangrove | Coastal & Other | 4,202 | **68.5** | | 7 | Salt pan/saline wetland | Coastal & Other | 25,587 | **50.3** | | 8 | Other coastal wetland | Coastal & Other | 21,093 | **38.3** | | 9 | Tropical, forested | Peatlands | 2,924 | **31.2** | | 10 | Temperate, non-forested | Peatlands | 7,039 | **23.5** |  ### Key Insights  - **Total vulnerable carbon in India's wetlands**: ~1,170 Mt C (1.17 Gt C) - **Riverine wetlands** dominate carbon storage (forested seasonally saturated areas alone hold 207 Mt C) - **Peatlands** are highly carbon-dense per unit area — temperate forested peatlands store ~172 Mt C across just 15,000 km² (≈11.5 kg C/m²) - **Mangroves** store ~68.5 Mt C across 4,200 km² — among the most carbon-dense ecosystems globally (~16.3 kg C/m²) - **Rice paddies** cover the largest area (859,251 km²) but store moderate carbon due to their managed nature  ### Suggested Visualizations  Would you like me to: 1. **Show the GLWD v2 wetlands layer** on the map to visualize India's wetland distribution? 2. **Show the vulnerable carbon 2024 layer** to see carbon density across India? 3. **Create a hex map** showing carbon density per wetland type?  Let me know which visualization would be most useful!"
biodiversity	moonshotai/kimi-k2.7-code	q2	ok	6	85.0	181.9	1651	da4445f8-fa94-47e0-9459-2a8b009dc9d4	Here are the **top 10 WWF terrestrial ecoregions by vulnerable carbon stock** (2024):  | Rank | Ecoregion | Biome | Realm | Vulnerable Carbon (Gt C) | |---|---|---|---|---:| | 1 | West Siberian taiga | Boreal Forests/Taiga | Palearctic | **13.85** | | 2 | Scandinavian and Russian taiga | Boreal Forests/Taiga | Palearctic | **13.72** | | 3 | Southwest Amazon moist forests | Tropical & Subtropical Moist Broadleaf Forests | Neotropic | **10.77** | | 4 | Madeira-Tapajós moist forests | Tropical & Subtropical Moist Broadleaf Forests | Neotropic | **8.09** | | 5 | Guianan lowland moist forests | Tropical & Subtropical Moist Broadleaf Forests | Neotropic | **7.67** | | 6 | Uatumã-Trombetas moist forests | Tropical & Subtropical Moist Broadleaf Forests | Neotropic | **7.06** | | 7 | East Siberian taiga | Boreal Forests/Taiga | Palearctic | **6.42** | | 8 | Northwest Congolian lowland forests | Tropical & Subtropical Moist Broadleaf Forests | Afrotropic | **6.42** | | 9 | Central Congolian lowland forests | Tropical & Subtropical Moist Broadleaf Forests | Afrotropic | **6.19** | | 10 | Northeast Congolian lowland forests | Tropical & Subtropical Moist Broadleaf Forests | Afrotropic | **6.13** |  **Method note:** I summed the Vulnerable Carbon 2024 v2 totals (Mg C per H3 cell) by WWF ecoregion, joining the carbon H9 cells to ecoregion H8 cells via the H8 parent index. The top ecoregions are dominated by the vast boreal taiga of Siberia/Scandinavia and the Amazon/Congo moist forests — reflecting both high carbon density and very large areal extent.  Would you like me to map these top ecoregions or break the totals down by biome/realm?
tpl	moonshotai/kimi-k2.7-code	q1	ok	7	134.3	241.4	4067	aedfd861-ad64-4d95-b9b3-b9bc83caedb9	## Land cover composition of Conservation Almanac sites  I joined the Conservation Almanac 2024 site hexes (native H3 resolution 10) to the 2019 CGLS-LC100 land cover hexes (resolution 9) and computed the area in each land cover class. Areas are reported in acres; each H3 res‑10 cell was counted once per state, so overlapping sites within the same state are not double‑counted.  **Scope of the analysis**  - 67,428 sites in the Almanac GeoParquet total ~16.5 million acres. - The hex version covers 53,191 sites (~79% by count) but captures ~15.7 million acres (~95% of total site acres). Small or complex parcels that do not intersect a res‑10 cell are omitted. - CGLS classes 0 (no data) and 200 (open sea) were excluded; together they represent ~46,600 acres (0.3%).  ### Broad land cover groups  | Cover group | Acres | % of protected area | |-------------|------:|--------------------:| | Forest | 9,179,745 | 58.4 | | Shrub / grass / herbaceous | 4,398,225 | 28.0 | | Agriculture / cultivated | 1,268,329 | 8.1 | | Water / wetland | 488,946 | 3.1 | | Urban / bare / snow & ice | 392,095 | 2.5 |  Forests dominate the land cover of Conservation Almanac‑recorded lands, followed by shrub/grass/herbaceous cover.  ### Detailed land cover classes and leading states  | Rank | Land cover class | National acres | % of total | Leading state | State acres | State share | |---:|:---|---:|---:|:---|---:|---:| | 1 | Herbaceous vegetation | 3,588,861 | 22.8 | CO | 959,098 | 26.7 | | 2 | Closed forest, evergreen needle leaf | 2,891,210 | 18.4 | MT | 508,159 | 17.6 | | 3 | Closed forest, deciduous broad leaf | 2,617,532 | 16.6 | NY | 320,673 | 12.3 | | 4 | Cultivated and managed vegetation / agriculture | 1,268,329 | 8.1 | PA | 225,012 | 17.7 | | 5 | Closed forest, mixed | 1,150,467 | 7.3 | ME | 637,185 | 55.4 | | 6 | Open forest, unknown | 1,105,654 | 7.0 | CO | 124,809 | 11.3 | | 7 | Closed forest, unknown | 1,016,458 | 6.5 | FL | 197,868 | 19.5 | | 8 | Shrubs | 809,288 | 5.1 | CA | 422,670 | 52.2 | | 9 | Bare / sparse vegetation | 368,356 | 2.3 | CA | 245,694 | 66.7 | | 10 | Open forest, evergreen needle leaf | 328,450 | 2.1 | MT | 197,625 | 60.2 | | 11 | Herbaceous wetland | 324,535 | 2.1 | FL | 92,209 | 28.4 | | 12 | Permanent water bodies | 164,411 | 1.0 | ND | 34,042 | 20.7 | | 13 | Closed forest, evergreen broad leaf | 53,446 | 0.3 | HI | 53,446 | 100.0 | | 14 | Urban / built-up | 23,518 | 0.1 | FL | 2,887 | 12.3 | | 15 | Open forest, deciduous broad leaf | 9,277 | 0.1 | CO | 3,800 | 41.0 | | 16 | Open forest, evergreen broad leaf | 5,342 | 0.0 | HI | 5,342 | 100.0 | | 17 | Open forest, mixed | 1,909 | 0.0 | ME | 1,586 | 83.1 | | 18 | Snow and ice | 221 | 0.0 | AK | 185 | 83.8 | | 19 | Moss and lichen | 76 | 0.0 | AK | 76 | 100.0 |  ### Key state leadership patterns  - **Colorado** leads in herbaceous vegetation and open forest, unknown. - **Montana** leads in closed evergreen needle‑leaf and open evergreen needle‑leaf forest. - **California** leads in shrubs and bare/sparse vegetation. - **New York** leads in closed deciduous broad‑leaf forest. - **Maine** leads in closed mixed forest and open mixed forest. - **Florida** leads in closed forest, unknown, herbaceous wetland, and urban/built‑up. - **Pennsylvania** leads agricultural/cultivated protection. - **North Dakota** leads permanent water bodies. - **Hawaii** is essentially the only state in the evergreen broad‑leaf forest classes. - **Alaska** accounts for almost all snow/ice and moss/lichen area.  ### Caveats  - Land cover is the **dominant (mode) class per H3 res‑9 cell**, so mixed land covers within a cell are represented by a single class. - The analysis uses **2019 CGLS-LC100** global data; local accuracy varies. - Only sites that intersect an H3 res‑10 cell are included; very small or highly fragmented parcels may be undercounted. - If multiple protected areas overlap the same ground within a state, that ground is counted once. The totals here reflect the area represented in the Cons
ca-30x30	moonshotai/kimi-k2.7-code	q1	ok	2	13.9	17.1	592	6a12c5a6-90fa-418f-a26e-7c6e7509c7ee	"California has **26.47 million acres** of land conserved at GAP status 1 or 2.  | Category | Acres | |---|---:| | GAP 1 (most permanent protection) | 17.73 million | | GAP 2 (less permanent but still managed for biodiversity) | 8.74 million | | **GAP 1 + 2 (counts toward 30x30)** | **26.47 million** |  For context, the full conserved-areas layer shows 52.38 million total protected acres statewide, so the remaining ~25.90 million acres are GAP 3 + GAP 4 (""other protected"" and not counted toward the 30x30 land goal).  Source: CA Nature / CNRA, *30x30 Conserved Areas, Terrestrial (2025)*."
